IMAGE_PATH,LABEL
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/34.trump_otan_m.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/6.82c8414ca86a79d6124ca34a76a2cd1b.jpeg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/2.kaaris.jpeg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/78.1_owmtcs6yxzykfgc4ffdgka.jpeg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/23.beyonce_hero_487073444_copy.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/57.s540d.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/13.sinik___qu_27est_ce_que_tu_deviens.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/83.1183653_portrait_de_rohff.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/45.destitution_de_donald_trump_la_chambre_des_representants_vote_la_poursuite_de_la_procedure.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/41.246556_la_fouine.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/55.rohff_est_compl_tement_hors_de_controle_videoclip_649.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/77.20180905_panoramic_aboxe20052016_101.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Acné/10.gettyimages_983089952_1529884574_compressed.jpg,Acné
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/22.standard.co_.uk_.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/4.nicki_minaj_3_2c_2012.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Acné/7.amberrose.jpg,Acné
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/21.maxresdefault.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/56.la_fouine.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/8.beyonce_2.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/49.xvm578fe04c_85e4_11e9_a0e8_8cf3cd0d8fe4.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/20.a5_4_e1573154106155.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Acné/21.124ca580_0e05_41be_ac63_e34d02ca3dc4_1128408010.jpg,Acné
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/27.joey_starr_se_moque_totalement_du_combat_de_boxe_kaaris_et_booba_petite.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/20.booba_concert_octobre_los_angeles_696x378.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/70.booba.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/47.801x410_kaaris.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/20.801x410_sinik.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/47.rohff_affirme_qu_il_n_a_pas_besoin_de_la_force_de_sofiane_sofiane_lui_repond_1550699610.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/56.sinik_la_cit_des_anges_q0mdqggk.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/80.la_fouine_il_fait_une_reprise_sur_linstrumental_de_la_s_c3_a9rie_narcos_grande.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/89.b9719452022z.1_20190502172912_000_gusdh127f.2_0.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/13.801x410_kaaris_rohff.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/81.349664.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/66.61c3b95_5692053_01_06.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/58.maxresdefault.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/56.booba_kaaris_rap_1.jpeg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/23.5d4228f472e9d.image.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/62.nintchdbpict000531405036_1.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/69.1253148.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/30.640_maxnewsfrthree938575.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/68.sinik_5cb93477_3d4f_4ea4_b68d_b4216ad49b9_resize_750.jpeg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/10.nicki_minaj_and_meek_mill_headshot.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/24.1431443011_tatu_tureckoy_hudozhnicy_24.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/9.kaaris_son_incroyable_histoire_pour_expliquer_son_sejour_en_prison_a_sa_fille.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/44.capture_d_e2_80_99e_cc_81cran_2019_10_24_a_cc_80_18.02.37.png_220x220.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/59.11484634_3x2_700x467.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/17.maxresdefault.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/14.801x410_la_fouine_booba_damso.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/34.rohff.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/28.beyonce_attends_tidal_x_1015_on_october_15_2016_in_new_york_city_photo_by_theo_wargogetty_images_for_tidal_sqaure.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/71.field_image_1586_153_vignette_rohff1.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/39.yiyiyi.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/4.maxresdefault_51.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/82.14dbb5340cd7.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/4.beyonce.7.jpeg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/4.a_2768232_1545473232_4067.jpeg.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/4.rohff_est_sorti_de_prison.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/49.801x410_kaarislafouine.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/50.rs_634x1024_200126072719_634_cardi_b_offset_lt_12620.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/46.3613605.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/9.1569500328_8517.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/61.24b20e857ddef365a4ab748b6270629f.jpeg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Acné/8.amber_rose_and_kanye_west_2009_1424363318_view_1.jpg,Acné
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/65.9c3b0a77_07af_4d69_a9ee_773582906a3f_getty_1201997695.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/62.310x190_rohff_housni_mkouboi_rappeur_francais_photographie_realisee_2_octobre_2009_paris_occasion_tournage_emission_dernier_mot_presentee_franz_olivier_giesbe.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/10.002566c1d0279e72c67e1548575bdce3.771x771x1.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/44.190627_nikki_minaj_se_521p_3d2df44d0491d51165c9c22f0484e4bd.fit_760w.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/19.5e01ec6deab45.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/24.310x190_president_americain_donald_trump_maison_blanche_avant_monter_bord_air_force_one_partir_vacances_9_aout_2019.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/84.2771946lpw_2772678_article_rohff_jpg_3338888_660x281.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/40.maxresdefault.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/82.nicki_minaj_boyfriend_e1567717475890.png,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/42.la_fouine_un_documentaire_sur_sa_vie_bientot_diffuse_sur_trace_urban_video.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/32.cardi_b.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/16.rohff_et_gims_en_studio_un_feat_venir.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/21.659134_kaaris_vs_booba_l_octogone_des_rappeur_opengraph_1200_1.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/4.3141e849f4431494361f052b81b042da.jpeg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/47.679e9758dfaa7d8e78224b3c044c6b01.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/8.donald_trump_october_2019_2.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/18.gettyimages_970624980_ee760d3800ce154b25f252d9e165abbcf6361b36_s800_c85.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/86.screen_shot_2019_07_05_at_1.18.17_pm.0.png,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/88.310x190_rappeur_booba.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/74.60353125_10161770256725054_3667313424041246720_o_1.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/21.donald_trump_est_la_risee_de_la_toile_apres_cette_enorme_fake_news_sur_sa_fille_ivanka.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/80.donald_trump_111.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/83.5de2354be454d.image.jpg,Impétigo
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/78.2537d6e6017a1c5dd211420e2b4512ed.566x566x1.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/51.la_fouine_sexplique_enfin_sur_les_accusations_dagression_sexuelle_sur_mineur.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/57.trump_30.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/64.870x489_capture_38625.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/71.190926_donald_trump_ac_501p_5a52673ef4dcf4ae8feda80c5037e62a.fit_760w.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/80.187797eb7b0fe7f3be42fc46d542d421.jpeg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/53.booba_vs_kaaris_armaannd_sheer_curtains.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Sclérodermie/17.jay_z_and_beyonce_attend_the_pre_grammy_gala_and_grammy_news_photo_1580089888.jpg,Sclérodermie
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/42.2f75c5f4ddfbb07f3425716067003.jpeg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/16.trump_video_games.jpeg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/31.clive_davis_2020_pre_grammy_gala_arrivals_the_beverly_hilton_los_angeles_usa_shutterstock_editorial_10538604rv.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/17.sinik_mortouvif.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/38.booba_disque_diamant.png,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/10.870x489_5d5fb10a010d5_la_fouine.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/13.f378b46_de48ab12460945e8a3fc53d395f3fff2_45252230159249ddbee8dd00f6774207_0.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Eczema_nummulaire/70.donald_trump_le_23_septembre_2019_lors_d_une_rencontre_en_marge_de_l_assemblee_generale_de_l_onu_a_new_york_6214212.jpg,Eczema_nummulaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/55.people_partice_quarteron_booba_boxe_kick_boxing_5e1324a748d98.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Chéloides/16.booba_menace_la_fille_de_kaaris_sur_instagram_et_les_fans_s’énervent_big.jpg,Chéloides
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Lupus/54.aaetlanb_400x400.jpg,Lupus
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Hemangiome/42.rappers_booba_and_kaaris_brawl_at_orly_airport_.jpg,Hemangiome
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_vulgaire/76.11212dcvvxcv.jpg,Pemphigus_vulgaire
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Dermohypodermite_bactérienne_non_necrosante_dhbnn/24.cardi_b_800x530.jpg,Dermohypodermite_bactérienne_non_necrosante_dhbnn
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Pemphigus_foliacé/20.11443160.jpg,Pemphigus_foliacé
/home/joseph/idermatoDeepLearning/./data/raw_Data/images_medicales/Impétigo/46.izoxk1fe.jpg,Impétigo
